,num,product_page,product_description
2879,2879,https://ap0cene.com/collections/clara-colette-miramon/products/mesh-sleeves,"
            Pair of double-layer mesh sleeves with thumb holes. Pairs perfectly with the Hole Mini Dress. This piece is handmade in Germany.This item is handmade.Color: Blue Material: 100% nylon. 93% polyester, 7% elastaneDispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon

"
2883,2883,https://ap0cene.com/collections/clara-colette-miramon/products/bursting-mini-skirt,"
            This turquoise pleated mini skirt has an asymmetrical low-waisted fit with a hook and eye closure and is handmade in Germany.This item is handmade.Color:  Turquoise Material: 100% CottonDispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small.


View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
"
2892,2892,https://ap0cene.com/collections/clara-colette-miramon/products/puffa-mini-skirt,"
            Dark blue padded miniskirt with an embroidered logo on the pocket and invisible zipper closure. This item is handmade in Germany.This item is handmade.Color:  Dark blue Material: 80% polyester, 20% polyamide, 100% polyester LiningDispatch Time: 2-3 business days. Care Instructions: Hand wash cold, lay flat to dry.Size: Model wears a size Small.


View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
"
2908,2908,https://ap0cene.com/collections/clara-colette-miramon/products/butterfly-print-leggings,"
Flared leggings with an asymmetric high low waist. Printed high-quality thick lycra material and made in Germany.This item is handmade. Color: WhiteMaterial: 92% polyester, 8% spandex
Details: Butterfly print
Dispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small.


View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
 
"
2917,2917,https://ap0cene.com/collections/clara-colette-miramon/products/tie-up-leggings,"
            Jersey flared leggings with thong style lines and elastic waistband. This piece is handmade in Germany. This item is handmade. Color: White, GreyMaterial: 96% viscose, 4% elastane Details: Double layer with tie-up detail on the leg.Dispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small. 


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
"
2953,2953,https://ap0cene.com/collections/clara-colette-miramon/products/ruffle-suit-pants,"
Low waist suit pants with ruffled leg detail and hook and eye closure and ruffled leg detail. This piece is handmade in Germany. 
This item is handmade.Color: Brown Material: 100% virgin woolDispatch Time: 2-3 business days. Care Instructions: Hand wash cold, lay flat to dry.Size: Model wears a size X-Small. 


View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
"
2962,2962,https://ap0cene.com/collections/clara-colette-miramon/products/hole-mini-dress,"
            Double layer mesh mini dress with cut-out detail. This piece is handmade in Germany and pairs well with our Mesh Sleeves. This item is handmade.Color: Blue Material: 100% nylon, 93% polyester, 7% elastaneDispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small.  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon

"
2971,2971,https://ap0cene.com/collections/clara-colette-miramon/products/rhinestone-bby-tee,"
            Jersey cropped t-shirt with cutouts and custom rhinestone CCM logo. This item is handmade. Color:  Brown, White Material: 100% cottonDispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small. 


View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
"
3020,3020,https://ap0cene.com/collections/clara-colette-miramon/products/ccm-x-camille-soulat-bby-tee,"
Brown graphic baby tee with style lines that create a corset fit. The front of the top contains a printed graphic with rhinestones and embroidery on the back.This item is handmade.Color: BrownMaterial: 100% cotton
Dispatch Time: 2-3 business days.
Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small. 


View Size Chart
  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon

"
3036,3036,https://ap0cene.com/collections/clara-colette-miramon/products/long-hole-dress,"
            Mesh long sleeve floor-length dress with cutout detail. Lurex and sequin embroidery throughout. Slit in sleeve. This piece is handmade in Germany.This item is handmade. Color: Black Material: 93% polyester, 7% elastaneDispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small. 




View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon
"
3045,3045,https://ap0cene.com/collections/clara-colette-miramon/products/tie-dye-hole-dress,"
Dyed jersey midi dress with cut-out details. This piece is handmade in Germany.This item is handmade.Color: Grey Material: 100% cotton Details: Sleeve slit and leg slit. Dispatch Time: 2-3 business days. Care Instructions: Hand wash, lay flat to dry.Size: Model wears a size Small. 

View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @claracolettemiramon

"
3054,3054,https://ap0cene.com/collections/cowboys-of-habit/products/in-my-villain-era-bikini,"
            Denim look lycra bikini with logo bottoms. This item is made-to-order, expect additional processing time.Color: Blue Material: Lycra Details: Mesh lined and non-padded bikinis. Adjustable tie straps on the bikini top and bottoms.Dispatch Time: Please allow 2-3 weeks of production time before your order is shipped.Care Instructions: Wash inside out at 30 degrees to preserve print pigment. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @cowboysofhabit

"
3063,3063,https://ap0cene.com/collections/cowboys-of-habit/products/semi-sheer-knit-clown-dress,"
            Flip-reverse, semi-sheer knit dress. The print is double sided, it can be worn back-to-front and styled as 2 totally different looks. This item is made-to-order, expect additional processing time.Material: Loose knit jerseyDetails: Stretch knit semi sheer Dispatch Time: ***Pre-order garment. Please allow approx. 4 weeks before your item is shipped out.Care Instructions: Dry clean only. Size: Model is Uk size 6 and 5'10, wears XS. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @cowboysofhabit

"
3072,3072,https://ap0cene.com/collections/cowboys-of-habit/products/flip-reverse-lycra-clown-skirt-dress-pre-order-shipping-end-of-june,"

Flip-reverse, semi-sheer knit dress and skirt. The print is double sided, it can be worn back-to-front and styled as 4 totally different looks.
This item is made-to-order, expect additional processing time.Material: Stretch lycra. This material is very stretchy. Dispatch Time: ***Pre-order garment. Please allow approx. 4 weeks before your item is shipped out (end of June).Care Instructions: Wash inside out at 30 degrees to preserve print pigment. Do not tumble dry.Size: Model is Uk size 6 and 5'10, wears XXS-XS.

 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @cowboysofhabit

"
3076,3076,https://ap0cene.com/collections/cowboys-of-habit/products/cowboys-4ever-sheer-halter-top,"
Chiffon backless sheer top with eyelet details and stainless steel halter neck clip.
The model has tucked the end of the top into the sarong in order to mimic a dress. Style with the cowboys 4ever sarong to complete the look. 
This item is made-to-order, expect additional processing time.Color: Black  Material: CHIFFON (POLY) Details: Super soft and sheer. Adjustable tie straps.Dispatch Time: Please allow 2-3 weeks of production time before your order is shipped.Care Instructions: Hand wash, lay flat to dry. Remove the stainless steel carbine ring before washing. Size: Model is Uk size 6 and 5'10, wears XS-S.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@cowboysofhabit
"
